,Suburb_id,Suburb,Postcode,LGA,City,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
2028,2028,Springfield,5062,City of Mitcham,Adelaide,Baseball Field,Historic Site,,,,,,,,
2029,2029,St Clair,5011,City of Charles Sturt,Adelaide,Sushi Restaurant,Train Station,Football Stadium,Café,Grocery Store,Mediterranean Restaurant,Shopping Mall,,,
2030,2030,St Georges,5064,City of Burnside,Adelaide,Health & Beauty Service,,,,,,,,,
2031,2031,St Kilda,5110,City of Salisbury,Adelaide,Pub,Playground,,,,,,,,
2032,2032,St Marys,5042,City of Mitcham,Adelaide,Playground,Restaurant,Auto Workshop,Pub,,,,,,
2033,2033,St Morris,5068,City of Norwood Payneham St Peters,Adelaide,Café,Burger Joint,Supermarket,Chinese Restaurant,Video Store,Gourmet Shop,Bakery,,,
2034,2034,St Peters,5069,City of Norwood Payneham St Peters,Adelaide,Park,Café,Dog Run,Bakery,Playground,,,,,
2035,2035,Stepney,5069,City of Norwood Payneham & St Peters,Adelaide,Bar,Liquor Store,Sushi Restaurant,Café,Brewery,Asian Restaurant,Shopping Mall,Park,Chinese Restaurant,Sandwich Place
2036,2036,Stirling,5152,Adelaide Hills Council,Adelaide,Café,Bakery,Diner,Australian Restaurant,Thai Restaurant,Playground,Chocolate Shop,Fast Food Restaurant,Wine Shop,Grocery Store
2037,2037,Stonyfell,5066,City of Burnside,Adelaide,Winery,Wine Shop,,,,,,,,
2038,2038,Sturt,5047,City of Marion,Adelaide,Park,Soccer Field,Fast Food Restaurant,Diner,Pizza Place,,,,,
2039,2039,Surrey Downs,5126,City of Tea Tree Gully,Adelaide,Bus Station,Spa,,,,,,,,
2040,2040,Tennyson,5022,City of Charles Sturt,Adelaide,Park,Beach,,,,,,,,
2041,2041,The Range,5172,City of Onkaparinga,Adelaide,,,,,,,,,,
2042,2042,Thebarton,5031,City of West Torrens,Adelaide,Deli / Bodega,Pub,Café,Martial Arts Dojo,Business Service,,,,,
2043,2043,Thorngate,5082,City of Prospect,Adelaide,Dog Run,Park,Gas Station,Food & Drink Shop,,,,,,
2044,2044,Toorak Gardens,5065,City of Burnside,Adelaide,Indian Restaurant,Park,Athletics & Sports,,,,,,,
2045,2045,Torrens Park,5062,City of Mitcham,Adelaide,Bathing Area,,,,,,,,,
2046,2046,Torrensville,5031,City of West Torrens,Adelaide,Café,Supermarket,Restaurant,Warehouse Store,Shopping Mall,,,,,
2047,2047,Tranmere,5073,City of Campbelltown (South Australia),Adelaide,Bus Station,Fast Food Restaurant,Chinese Restaurant,Grocery Store,Shopping Mall,Sandwich Place,Pharmacy,Video Game Store,Fish & Chips Shop,Asian Restaurant
2048,2048,Trinity Gardens,5068,City of Norwood Payneham St Peters,Adelaide,Fabric Shop,Paper / Office Supplies Store,Fast Food Restaurant,Café,,,,,,
2049,2049,Trott Park,5158,City of Marion,Adelaide,Women's Store,Playground,,,,,,,,
2050,2050,Tusmore,5065,City of Burnside,Adelaide,Playground,Fast Food Restaurant,Gas Station,Café,Pizza Place,,,,,
2051,2051,Underdale,5032,City of West Torrens,Adelaide,Recreation Center,Park,Tea Room,Diner,,,,,,
2052,2052,Unley,5061,City of Unley,Adelaide,Café,Italian Restaurant,Tapas Restaurant,Fish & Chips Shop,Gym,Ice Cream Shop,Hotel,Burger Joint,,
2053,2053,Unley Park,5061,City of Unley,Adelaide,Park,Movie Theater,,,,,,,,
2054,2054,Upper Sturt,5156,"City of Mitcham, Adelaide Hills Council",Adelaide,,,,,,,,,,
2055,2055,Urrbrae,5064,City of Mitcham,Adelaide,Garden,Café,Sculpture Garden,,,,,,,
2056,2056,Vale Park,5081,Town of Walkerville,Adelaide,Campground,,,,,,,,,
2057,2057,Valley View,5093,"City of Salisbury, City of Port Adelaide Enfield, City of Tea Tree Gully",Adelaide,Gym,Pharmacy,Grocery Store,Burger Joint,Golf Course,,,,,
2058,2058,Virginia,5120,City of Playford,Adelaide,,,,,,,,,,
2059,2059,Walkerville,5081,Town of Walkerville,Adelaide,Sandwich Place,Department Store,Grocery Store,Café,,,,,,
2060,2060,Warradale,5046,City of Marion,Adelaide,Train Station,Supermarket,Pub,Pizza Place,,,,,,
2061,2061,Waterfall Gully,5066,City of Burnside,Adelaide,Trail,,,,,,,,,
2062,2062,Waterloo Corner,5110,"City of Salisbury, City of Playford",Adelaide,Fish Market,,,,,,,,,
2063,2063,Wattle Park,5066,City of Burnside,Adelaide,Italian Restaurant,Grocery Store,Burger Joint,Bakery,,,,,,
2064,2064,Wayville,5034,City of Unley,Adelaide,Café,Pub,Sandwich Place,,,,,,,
2065,2065,Welland,5007,City of Charles Sturt,Adelaide,Fish & Chips Shop,Sandwich Place,Pet Store,Pharmacy,Pizza Place,Dry Cleaner,,,,
2066,2066,West Beach,5024,"City of Charles Sturt, City of West Torrens",Adelaide,Baseball Field,Café,Bakery,Restaurant,Soccer Field,Athletics & Sports,,,,
2067,2067,West Croydon,5008,City of Charles Sturt,Adelaide,Train Station,Playground,Food & Drink Shop,Donut Shop,,,,,,
2068,2068,West Hindmarsh,5007,City of Charles Sturt,Adelaide,Liquor Store,Pizza Place,Miscellaneous Shop,Sandwich Place,,,,,,
2069,2069,West Lakes,5021,City of Charles Sturt,Adelaide,Lake,Golf Course,,,,,,,,
2070,2070,West Lakes Shore,5020,City of Charles Sturt,Adelaide,Playground,Baseball Field,Park,Grocery Store,Bakery,,,,,
2071,2071,West Richmond,5033,City of West Torrens,Adelaide,Liquor Store,,,,,,,,,
2072,2072,Westbourne Park,5041,City of Mitcham,Adelaide,Train Station,Department Store,Café,Bakery,,,,,,
2073,2073,Whites Valley,5172,City of Onkaparinga,Adelaide,,,,,,,,,,
2074,2074,Willaston,5118,Town of Gawler,Adelaide,Other Great Outdoors,Campground,Pub,Gas Station,Pool,,,,,
2075,2075,Willunga,5172,City of Onkaparinga,Adelaide,Pub,Café,Farmers Market,Convenience Store,Gourmet Shop,Bakery,,,,
2076,2076,Willunga South,5172,City of Onkaparinga,Adelaide,,,,,,,,,,
2077,2077,Woodcroft,5162,City of Onkaparinga,Adelaide,Gym / Fitness Center,Liquor Store,Pizza Place,,,,,,,
2078,2078,Woodville,5011,City of Charles Sturt,Adelaide,Bowling Alley,Pub,Café,Fast Food Restaurant,Seafood Restaurant,Vietnamese Restaurant,Supermarket,Indian Restaurant,,
2079,2079,Woodville Gardens,5012,City of Port Adelaide Enfield,Adelaide,Music Venue,Deli / Bodega,Liquor Store,Grocery Store,,,,,,
2080,2080,Woodville North,5012,City of Charles Sturt,Adelaide,Vietnamese Restaurant,Grocery Store,,,,,,,,
2081,2081,Woodville Park,5011,City of Charles Sturt,Adelaide,Other Repair Shop,Gym,Smoke Shop,Fast Food Restaurant,Jewelry Store,Convenience Store,Café,Train Station,,
2082,2082,Woodville West,5011,City of Charles Sturt,Adelaide,Train Station,,,,,,,,,
2083,2083,Wynn Vale,5127,City of Tea Tree Gully,Adelaide,Grocery Store,Shopping Mall,Dentist's Office,Fish & Chips Shop,,,,,,
2084,2084,Brown Hill Creek,5062,City of Mitcham,Adelaide,Electronics Store,,,,,,,,,
2085,2085,Buckland Park,5120,City of Playford,Adelaide,,,,,,,,,,
2086,2086,Craigmore,5114,City of Playford,Adelaide,Supermarket,Laundromat,Thai Restaurant,Shopping Mall,,,,,,
2087,2087,Edwardstown,5039,City of Marion,Adelaide,Fast Food Restaurant,Arts & Crafts Store,Hot Dog Joint,Train Station,Shopping Mall,Supermarket,Japanese Restaurant,Electronics Store,Pharmacy,
2088,2088,Elizabeth Downs,5113,City of Playford,Adelaide,Supermarket,Food & Drink Shop,,,,,,,,
2089,2089,Elizabeth North,5113,City of Playford,Adelaide,Gaming Cafe,Bar,Fast Food Restaurant,American Restaurant,Arcade,,,,,
2090,2090,Elizabeth Park,5113,City of Playford,Adelaide,Indian Restaurant,Grocery Store,Pizza Place,Burger Joint,,,,,,
2091,2091,Evanston South,5116,Town of Gawler,Adelaide,,,,,,,,,,
2092,2092,Eyre,5121,City of Playford,Adelaide,,,,,,,,,,
2093,2093,Fairview Park,5126,City of Tea Tree Gully,Adelaide,Deli / Bodega,Golf Course,Playground,,,,,,,
2094,2094,Fitzroy,5082,City of Prospect,Adelaide,Playground,Gym,Indian Restaurant,Park,Sporting Goods Shop,Pool,,,,
2095,2095,Gawler East,5118,Town of Gawler,Adelaide,Convenience Store,Food & Drink Shop,,,,,,,,
2096,2096,Gawler West,5118,Town of Gawler,Adelaide,,,,,,,,,,
2097,2097,Gould Creek,5114,"City of Tea Tree Gully, City of Playford",Adelaide,,,,,,,,,,
2098,2098,Greenwith,5125,City of Tea Tree Gully,Adelaide,Construction & Landscaping,,,,,,,,,
2099,2099,Gulfview Heights,5096,City of Salisbury,Adelaide,,,,,,,,,,
2100,2100,Hillbank,5112,City of Playford,Adelaide,Playground,,,,,,,,,
2101,2101,Leawood Gardens,5150,"City of Mitcham, City of Burnside",Adelaide,,,,,,,,,,
2102,2102,Lightsview,5085,City of Port Adelaide Enfield,Adelaide,Café,Supermarket,Liquor Store,Fast Food Restaurant,Shopping Mall,,,,,
2103,2103,Medindie Gardens,5081,City of Prospect,Adelaide,Gym / Fitness Center,Pub,Hotel,Sandwich Place,Paper / Office Supplies Store,Pet Store,Electronics Store,Ski Area,,
2104,2104,Munno Para Downs,5115,City of Playford,Adelaide,,,,,,,,,,
2105,2105,Para Hills West,5096,City of Salisbury,Adelaide,Gas Station,Liquor Store,,,,,,,,
2106,2106,Para Vista,5093,City of Salisbury,Adelaide,Bus Station,Asian Restaurant,,,,,,,,
2107,2107,Parafield,5106,City of Salisbury,Adelaide,Airport,Airport Terminal,,,,,,,,
2108,2108,Penfield Gardens,5121,City of Playford,Adelaide,,,,,,,,,,
2109,2109,Pooraka,5095,City of Salisbury,Adelaide,Bakery,Supermarket,Wings Joint,,,,,,,
2110,2110,Redwood Park,5097,City of Tea Tree Gully,Adelaide,Bookstore,Park,,,,,,,,
2111,2111,Salisbury Downs,5108,City of Salisbury,Adelaide,Gym,Discount Store,,,,,,,,
2112,2112,Salisbury Park,5109,City of Salisbury,Adelaide,Deli / Bodega,Park,,,,,,,,
2113,2113,Salisbury South,5106,City of Salisbury,Adelaide,Liquor Store,Café,,,,,,,,
2114,2114,Sampson Flat,5114,City of Playford,Adelaide,,,,,,,,,,
2115,2115,Sefton Park,5083,"City of Port Adelaide Enfield, City of Prospect",Adelaide,Grocery Store,Doctor's Office,Bakery,Sandwich Place,,,,,,
2116,2116,Semaphore South,5019,City of Port Adelaide Enfield,Adelaide,Beach,Playground,Australian Restaurant,,,,,,,
2117,2117,Smithfield Plains,5114,City of Playford,Adelaide,Bus Station,Gym,,,,,,,,
2118,2118,St Agnes,5097,City of Tea Tree Gully,Adelaide,Deli / Bodega,Spa,,,,,,,,
2119,2119,Taperoo,5017,City of Port Adelaide Enfield,Adelaide,Track,Grocery Store,Asian Restaurant,Dog Run,Train Station,,,,,
2120,2120,Tea Tree Gully,5091,City of Tea Tree Gully,Adelaide,Furniture / Home Store,,,,,,,,,
2121,2121,Uleybury,5114,City of Playford,Adelaide,,,,,,,,,,
2122,2122,Upper Hermitage,5131,"City of Tea Tree Gully, Adelaide Hills Council",Adelaide,,,,,,,,,,
2123,2123,Vista,5091,City of Tea Tree Gully,Adelaide,Indoor Play Area,,,,,,,,,
2124,2124,Windsor Gardens,5087,City of Port Adelaide Enfield,Adelaide,Arts & Crafts Store,Supermarket,Convenience Store,Office,,,,,,
2125,2125,Wingfield,5013,City of Port Adelaide Enfield,Adelaide,,,,,,,,,,
2126,2126,Woodville South,5011,City of Charles Sturt,Adelaide,Bowling Alley,Pub,Café,Fast Food Restaurant,Seafood Restaurant,Vietnamese Restaurant,Supermarket,Indian Restaurant,,
2127,2127,Yatala Vale,5126,City of Tea Tree Gully,Adelaide,,,,,,,,,,
2128,2128,Yattalunga,5114,City of Playford,Adelaide,,,,,,,,,,
2129,2129,Acacia Hills,822,Litchfield Municipality,Darwin,,,,,,,,,,
2130,2130,Alawa,810,City of Darwin,Darwin,Home Service,,,,,,,,,
2131,2131,Anula,812,City of Darwin,Darwin,Flea Market,Park,,,,,,,,
2132,2132,Archer,830,City of Palmerston,Darwin,,,,,,,,,,
2133,2133,Bakewell,832,City of Palmerston,Darwin,Child Care Service,Gym,Fish & Chips Shop,,,,,,,
2134,2134,Bayview,820,City of Darwin,Darwin,Furniture / Home Store,Gym,Park,Harbor / Marina,,,,,,
2135,2135,Bees Creek,822,Litchfield Municipality,Darwin,,,,,,,,,,
2136,2136,Bellamack,832,City of Palmerston,Darwin,Restaurant,Café,Financial or Legal Service,,,,,,,
2137,2137,Berrimah,820,"Northern Territory Rates Act Area, City of Darwin",Darwin,Electronics Store,Pharmacy,Toy / Game Store,Sandwich Place,,,,,,
2138,2138,Berry Springs,838,Litchfield Municipality,Darwin,,,,,,,,,,
2139,2139,Black Jungle,822,Litchfield Municipality,Darwin,,,,,,,,,,
2140,2140,Blackmore,822,Litchfield Municipality,Darwin,,,,,,,,,,
2141,2141,Brinkin,810,City of Darwin,Darwin,Café,,,,,,,,,
2142,2142,Buffalo Creek,810,City of Darwin,Darwin,,,,,,,,,,
2143,2143,Casuarina,810,City of Darwin,Darwin,Fast Food Restaurant,Café,Supermarket,Department Store,Pizza Place,Thai Restaurant,Australian Restaurant,Pharmacy,Food Court,Portuguese Restaurant
2144,2144,Channel Island,822,Litchfield Municipality,Darwin,,,,,,,,,,
2145,2145,Charles Darwin,820,"City of Darwin, Northern Territory Rates Act Area",Darwin,,,,,,,,,,
2146,2146,Coconut Grove,810,City of Darwin,Darwin,Fast Food Restaurant,Electronics Store,Grocery Store,Café,,,,,,
2147,2147,Coolalinga,839,Litchfield Municipality,Darwin,Shopping Mall,Department Store,Fast Food Restaurant,,,,,,,
2148,2148,Coonawarra,820,City of Darwin,Darwin,Golf Course,,,,,,,,,
2149,2149,Darwin River,841,Litchfield Municipality,Darwin,,,,,,,,,,
2150,2150,Driver,830,City of Palmerston,Darwin,Construction & Landscaping,,,,,,,,,
2151,2151,Durack,830,City of Palmerston,Darwin,,,,,,,,,,
2152,2152,East Arm,822,Northern Territory Rates Act Area,Darwin,Shopping Mall,,,,,,,,,
2153,2153,East Point,820,City of Darwin,Darwin,Park,History Museum,Australian Restaurant,Café,,,,,,
2154,2154,Eaton,820,City of Darwin,Darwin,Restaurant,Auto Garage,Resort,Convenience Store,Volleyball Court,,,,,
2155,2155,Fannie Bay,820,City of Darwin,Darwin,Australian Restaurant,Bakery,Seafood Restaurant,Beach,Café,Pizza Place,,,,
2156,2156,Farrar,830,City of Palmerston,Darwin,Fast Food Restaurant,Gastropub,Hotel,Bus Station,,,,,,
2157,2157,Fly Creek,822,Litchfield Municipality,Darwin,,,,,,,,,,
2158,2158,Freds Pass,822,Litchfield Municipality,Darwin,,,,,,,,,,
2159,2159,Girraween,836,Litchfield Municipality,Darwin,,,,,,,,,,
2160,2160,Gray,830,City of Palmerston,Darwin,Park,Soccer Field,Department Store,Food Court,,,,,,
2161,2161,Gunn,832,City of Palmerston,Darwin,Pet Store,Discount Store,,,,,,,,
2162,2162,Gunn Point,822,Litchfield Municipality,Darwin,,,,,,,,,,
2163,2163,Herbert,836,Litchfield Municipality,Darwin,,,,,,,,,,
2164,2164,Hidden Valley,828,"Northern Territory Rates Act Area, City of Darwin",Darwin,,,,,,,,,,
2165,2165,Holmes,812,City of Darwin,Darwin,,,,,,,,,,
2166,2166,Holtze,835,Litchfield Municipality,Darwin,,,,,,,,,,
2167,2167,Howard Springs,835,Litchfield Municipality,Darwin,,,,,,,,,,
2168,2168,Hughes,837,Litchfield Municipality,Darwin,,,,,,,,,,
2169,2169,Humpty Doo,836,Litchfield Municipality,Darwin,Australian Restaurant,Grocery Store,Food & Drink Shop,Café,Fish & Chips Shop,,,,,
2170,2170,Jingili,810,City of Darwin,Darwin,Chinese Restaurant,Fish & Chips Shop,,,,,,,,
2171,2171,Johnston,830,City of Palmerston,Darwin,BBQ Joint,,,,,,,,,
2172,2172,Karama,812,City of Darwin,Darwin,Shopping Mall,Supermarket,Pizza Place,Home Service,,,,,,
2173,2173,Knuckey Lagoon,828,Litchfield Municipality,Darwin,,,,,,,,,,
2174,2174,Lambells Lagoon,822,Litchfield Municipality,Darwin,,,,,,,,,,
2175,2175,Larrakeyah,820,City of Darwin,Darwin,Hotel,,,,,,,,,
2176,2176,Leanyer,812,City of Darwin,Darwin,Bar,Pub,Grocery Store,,,,,,,
2177,2177,Lee Point,810,City of Darwin,Darwin,Restaurant,,,,,,,,,
2178,2178,Livingstone,822,Litchfield Municipality,Darwin,,,,,,,,,,
2179,2179,Lloyd Creek,822,Litchfield Municipality,Darwin,Photography Studio,,,,,,,,,
2180,2180,Ludmilla,820,City of Darwin,Darwin,,,,,,,,,,
2181,2181,Lyons,810,City of Darwin,Darwin,Australian Restaurant,Business Service,,,,,,,,
2182,2182,Malak,812,City of Darwin,Darwin,Fried Chicken Joint,Soccer Field,,,,,,,,
2183,2183,Mandorah,822,Wagait Shire,Darwin,,,,,,,,,,
2184,2184,Manton,837,Litchfield Municipality,Darwin,,,,,,,,,,
2185,2185,Marlow Lagoon,830,City of Palmerston,Darwin,,,,,,,,,,
2186,2186,Marrara,812,City of Darwin,Darwin,Track Stadium,Liquor Store,Basketball Stadium,Beer Store,,,,,,
2187,2187,Middle Point,822,Litchfield Municipality,Darwin,,,,,,,,,,
2188,2188,Millner,810,City of Darwin,Darwin,Shopping Mall,Farmers Market,Pizza Place,Asian Restaurant,,,,,,
2189,2189,Mitchell,832,City of Palmerston,Darwin,,,,,,,,,,
2190,2190,Moil,810,City of Darwin,Darwin,Chinese Restaurant,Fish & Chips Shop,,,,,,,,
2191,2191,Moulden,830,City of Palmerston,Darwin,Restaurant,Café,,,,,,,,
2192,2192,Muirhead,810,City of Darwin,Darwin,,,,,,,,,,
2193,2193,Murrumujuk,822,Litchfield Municipality,Darwin,Beach,,,,,,,,,
2194,2194,Nakara,810,City of Darwin,Darwin,Music Venue,Thrift / Vintage Store,Gift Shop,Shopping Mall,,,,,,
2195,2195,Nightcliff,810,City of Darwin,Darwin,Indian Restaurant,Grocery Store,Café,Asian Restaurant,,,,,,
2196,2196,Noonamah,837,Litchfield Municipality,Darwin,Pub,,,,,,,,,
2197,2197,Palmerston City,830,City of Palmerston,Darwin,Fast Food Restaurant,Shopping Mall,Steakhouse,Café,Flea Market,,,,,
2198,2198,Parap,820,City of Darwin,Darwin,Café,Chinese Restaurant,Indian Restaurant,Farmers Market,Liquor Store,,,,,
2199,2199,Pinelands,829,City of Palmerston,Darwin,Home Service,,,,,,,,,
2200,2200,Rapid Creek,810,City of Darwin,Darwin,Café,,,,,,,,,
2201,2201,Rosebery,832,City of Palmerston,Darwin,Gym,,,,,,,,,
2202,2202,Southport,822,Litchfield Municipality,Darwin,Boat or Ferry,,,,,,,,,
2203,2203,Stuart Park,820,City of Darwin,Darwin,Paper / Office Supplies Store,Fast Food Restaurant,Gastropub,Convenience Store,Café,Asian Restaurant,,,,
2204,2204,The Gardens,820,City of Darwin,Darwin,Café,Garden,Fast Food Restaurant,Gastropub,Seafood Restaurant,Pizza Place,,,,
2205,2205,The Narrows,820,City of Darwin,Darwin,Volleyball Court,Furniture / Home Store,Convenience Store,,,,,,,
2206,2206,Tivendale,822,Northern Territory Rates Act Area,Darwin,,,,,,,,,,
2207,2207,Tiwi,810,City of Darwin,Darwin,,,,,,,,,,
2208,2208,Tumbling Waters,822,Litchfield Municipality,Darwin,,,,,,,,,,
2209,2209,Virginia,834,Litchfield Municipality,Darwin,,,,,,,,,,
2210,2210,Wagait Beach,822,Wagait Shire,Darwin,Beach,,,,,,,,,
2211,2211,Wagaman,810,City of Darwin,Darwin,,,,,,,,,,
2212,2212,Wanguri,810,City of Darwin,Darwin,Fried Chicken Joint,Chinese Restaurant,Pharmacy,Pool,Pizza Place,,,,,
2213,2213,Weddell,822,Litchfield Municipality,Darwin,,,,,,,,,,
2214,2214,Wickham,822,Litchfield Municipality,Darwin,,,,,,,,,,
2215,2215,Winnellie,820,City of Darwin,Darwin,Resort,Gym,Athletics & Sports,,,,,,,
2216,2216,Wishart,822,Northern Territory Rates Act Area,Darwin,,,,,,,,,,
2217,2217,Woodroffe,830,City of Palmerston,Darwin,,,,,,,,,,
2218,2218,Woolner,820,City of Darwin,Darwin,Chinese Restaurant,Pub,Home Service,,,,,,,
2219,2219,Wulagi,812,City of Darwin,Darwin,Convenience Store,Fish & Chips Shop,,,,,,,,
2220,2220,Yarrawonga,830,City of Palmerston,Darwin,Breakfast Spot,Auto Workshop,Auto Garage,Gym / Fitness Center,,,,,,
2221,2221,Zuccoli,830,City of Palmerston,Darwin,Grocery Store,,,,,,,,,
2222,2222,Alexander Heights,6064,City of Wanneroo,Perth,Indian Restaurant,Park,Big Box Store,Home Service,Mobile Phone Shop,,,,,
2223,2223,Alfred Cove,6154,City of Melville,Perth,Park,Fish & Chips Shop,Indian Restaurant,Liquor Store,Sports Club,Fast Food Restaurant,Pizza Place,Thai Restaurant,,
2224,2224,Alkimos,6038,City of Wanneroo,Perth,,,,,,,,,,
2225,2225,Anketell,6167,City of Kwinana,Perth,,,,,,,,,,
2226,2226,Applecross,6153,City of Melville,Perth,Café,Indian Restaurant,Cosmetics Shop,Liquor Store,Australian Restaurant,,,,,
2227,2227,Ardross,6153,City of Melville,Perth,Café,Hawaiian Restaurant,Mediterranean Restaurant,Gym / Fitness Center,Italian Restaurant,Japanese Restaurant,Ice Cream Shop,Lounge,Burger Joint,Cantonese Restaurant
2228,2228,Armadale,6112,City of Armadale,Perth,Supermarket,Brazilian Restaurant,Department Store,Fast Food Restaurant,,,,,,
2229,2229,Ascot,6104,City of Belmont,Perth,Resort,Fast Food Restaurant,Motel,Hotel,,,,,,
2230,2230,Ashby,6065,City of Wanneroo,Perth,Bus Station,,,,,,,,,
2231,2231,Ashfield,6054,Town of Bassendean,Perth,Train Station,Grocery Store,Soccer Field,Pizza Place,,,,,,
2232,2232,Attadale,6156,City of Melville,Perth,Airport,Convenience Store,,,,,,,,
2233,2233,Atwell,6164,City of Cockburn,Perth,Lake,,,,,,,,,
2234,2234,Aubin Grove,6164,City of Cockburn,Perth,Bakery,Seafood Restaurant,Grocery Store,,,,,,,
2235,2235,Aveley,6069,City of Swan,Perth,Home Service,Supermarket,Liquor Store,Café,,,,,,
2236,2236,Bailup,6082,"Shire of Mundaring, Shire of Toodyay",Perth,,,,,,,,,,
2237,2237,Balcatta,6021,City of Stirling,Perth,Arts & Crafts Store,Cricket Ground,Pet Store,Sporting Goods Shop,,,,,,
2238,2238,Baldivis,6171,City of Rockingham,Perth,Event Service,Entertainment Service,,,,,,,,
2239,2239,Ballajura,6066,City of Swan,Perth,Park,Grocery Store,Pub,Fast Food Restaurant,Pool,,,,,
2240,2240,Banjup,6164,City of Cockburn,Perth,,,,,,,,,,
2241,2241,Banksia Grove,6031,City of Wanneroo,Perth,Fast Food Restaurant,Supermarket,Café,Shopping Plaza,,,,,,
2242,2242,Baskerville,6056,City of Swan,Perth,Winery,,,,,,,,,
2243,2243,Bassendean,6054,Town of Bassendean,Perth,Museum,,,,,,,,,
2244,2244,Bateman,6150,City of Melville,Perth,,,,,,,,,,
2245,2245,Bayswater,6053,City of Bayswater,Perth,Bar,Grocery Store,Thai Restaurant,,,,,,,
2246,2246,Beaconsfield,6162,City of Fremantle,Perth,Breakfast Spot,Restaurant,Farmers Market,Soccer Field,Grocery Store,,,,,
2247,2247,Beckenham,6107,City of Gosnells,Perth,Furniture / Home Store,Electronics Store,Chinese Restaurant,Grocery Store,Liquor Store,Sandwich Place,Café,Gym / Fitness Center,Arts & Crafts Store,Shopping Mall
2248,2248,Bedford,6052,City of Bayswater,Perth,Yoga Studio,Grocery Store,Seafood Restaurant,Pizza Place,,,,,,
2249,2249,Bedfordale,6112,City of Armadale,Perth,,,,,,,,,,
2250,2250,Beechboro,6063,City of Swan,Perth,,,,,,,,,,
2251,2251,Beeliar,6164,City of Cockburn,Perth,Smoke Shop,,,,,,,,,
2252,2252,Beldon,6027,City of Joondalup,Perth,Fast Food Restaurant,Shopping Mall,Sandwich Place,Supermarket,Liquor Store,Portuguese Restaurant,,,,
2253,2253,Belhus,6069,City of Swan,Perth,,,,,,,,,,
2254,2254,Bellevue,6056,"City of Swan, Shire of Mundaring",Perth,,,,,,,,,,
2255,2255,Belmont,6104,City of Belmont,Perth,Pharmacy,Electronics Store,Café,,,,,,,
2256,2256,Bennett Springs,6063,City of Swan,Perth,Park,Camera Store,,,,,,,,
2257,2257,Bentley,6102,"City of Canning, Town of Victoria Park",Perth,Café,Pub,Middle Eastern Restaurant,College Cafeteria,Plaza,,,,,
2258,2258,Bertram,6167,City of Kwinana,Perth,Pharmacy,Liquor Store,Fast Food Restaurant,Grocery Store,Fish & Chips Shop,,,,,
2259,2259,Bibra Lake,6163,City of Cockburn,Perth,Golf Course,Bus Stop,Australian Restaurant,,,,,,,
2260,2260,Bickley,6076,City of Kalamunda,Perth,Australian Restaurant,,,,,,,,,
2261,2261,Bicton,6157,City of Melville,Perth,Café,,,,,,,,,
2262,2262,Booragoon,6154,City of Melville,Perth,Café,Department Store,Clothing Store,Supermarket,Electronics Store,Bus Station,Fast Food Restaurant,Shopping Mall,Men's Store,Mexican Restaurant
2263,2263,Boya,6056,Shire of Mundaring,Perth,,,,,,,,,,
2264,2264,Brabham,6055,City of Swan,Perth,Playground,,,,,,,,,
2265,2265,Brentwood,6153,City of Melville,Perth,Café,Deli / Bodega,Brewery,Vacation Rental,Bus Station,,,,,
2266,2266,Brigadoon,6069,City of Swan,Perth,,,,,,,,,,
2267,2267,Brookdale,6112,City of Armadale,Perth,Tour Provider,Clothing Store,,,,,,,,
2268,2268,Bull Creek,6149,City of Melville,Perth,Chinese Restaurant,Shopping Mall,Grocery Store,Fast Food Restaurant,Park,Hong Kong Restaurant,Liquor Store,Japanese Restaurant,Italian Restaurant,
2269,2269,Bullsbrook,6084,City of Swan,Perth,,,,,,,,,,
2270,2270,Burns Beach,6028,City of Joondalup,Perth,,,,,,,,,,
2271,2271,Burswood,6100,Town of Victoria Park,Perth,Casino,Hotel,Asian Restaurant,American Restaurant,Lounge,Theater,BBQ Joint,Café,Restaurant,Nightclub
2272,2272,Butler,6036,City of Wanneroo,Perth,,,,,,,,,,
2273,2273,Byford,6122,Shire of Serpentine-Jarrahdale,Perth,Shopping Mall,Pub,Grocery Store,Fast Food Restaurant,,,,,,
2274,2274,Calista,6167,City of Kwinana,Perth,,,,,,,,,,
2275,2275,Camillo,6111,City of Armadale,Perth,Spa,,,,,,,,,
2276,2276,Canning Mills,6111,City of Kalamunda,Perth,Park,,,,,,,,,
2277,2277,Canning Vale,6155,"City of Canning, City of Gosnells",Perth,Fast Food Restaurant,Café,Shopping Mall,Sandwich Place,Video Game Store,Pharmacy,Burrito Place,Electronics Store,Department Store,Supermarket
2278,2278,Cannington,6107,City of Canning,Perth,Fast Food Restaurant,Electronics Store,Department Store,Supermarket,Bakery,Café,Juice Bar,Malay Restaurant,Bagel Shop,Clothing Store
2279,2279,Carabooda,6033,City of Wanneroo,Perth,,,,,,,,,,
2280,2280,Cardup,6123,Shire of Serpentine-Jarrahdale,Perth,,,,,,,,,,
2281,2281,Carine,6020,City of Stirling,Perth,Construction & Landscaping,,,,,,,,,
2282,2282,Carlisle,6101,Town of Victoria Park,Perth,Thai Restaurant,Italian Restaurant,Liquor Store,Athletics & Sports,,,,,,
2283,2283,Carmel,6076,City of Kalamunda,Perth,,,,,,,,,,
